"Player","Year","RPG","APG","SBPG","PPG","TS","WS48","Perc","allLeague"
Lorenzen Wright,"2001",7.5,1.2,1.5,12.4,0.486,0.077,0.305,0
Shareef Abdur-Rahim,"2002",9.0,3.1,2.3,21.2,0.536,0.116,0.402,1
Courtney Alexander,"2002",2.6,1.5,0.8,9.8,0.521,0.08,0.451,0
Ray Allen,"2002",4.5,3.9,1.5,21.8,0.598,0.169,0.5,1
Derek Anderson,"2002",2.7,3.1,1.1,10.8,0.538,0.137,0.598,0
Kenny Anderson,"2002",3.6,5.3,2.0,9.6,0.472,0.103,0.598,0
Shandon Anderson,"2002",3.0,0.9,0.8,5.0,0.489,0.013,0.366,0
Darrell Armstrong,"2002",3.9,5.5,2.0,12.4,0.553,0.134,0.537,0
Chucky Atkins,"2002",2.0,3.3,1.1,12.1,0.568,0.107,0.61,0
Vin Baker,"2002",6.4,1.3,1.1,14.1,0.517,0.061,0.549,0
Brent Barry,"2002",5.4,5.3,2.3,14.4,0.652,0.191,0.549,0
Jon Barry,"2002",2.9,3.3,1.4,9.0,0.645,0.18,0.61,0
Tony Battie,"2002",6.5,0.5,1.7,6.9,0.57,0.164,0.598,0
Shane Battier,"2002",5.4,2.8,2.6,14.4,0.518,0.074,0.28,0
Jonathan Bender,"2002",3.1,0.8,0.9,7.4,0.538,0.059,0.512,0
Mike Bibby,"2002",2.8,5.0,1.3,13.7,0.513,0.113,0.744,0
Chauncey Billups,"2002",2.8,5.5,1.0,12.5,0.555,0.156,0.61,0
Bruce Bowen,"2002",2.7,1.5,1.5,7.0,0.468,0.054,0.707,0
Ryan Bowen,"2002",4.0,0.7,1.5,4.9,0.524,0.088,0.329,0
Elton Brand,"2002",11.6,2.4,3.0,18.2,0.586,0.216,0.476,1
Kobe Bryant,"2002",5.5,5.5,1.9,25.2,0.544,0.199,0.707,1
Rodney Buford,"2002",4.3,1.1,0.9,9.4,0.47,0.022,0.28,0
Vince Carter,"2002",5.2,4.0,2.3,24.7,0.515,0.14,0.512,1
Sam Cassell,"2002",4.2,6.7,1.4,19.7,0.545,0.158,0.5,0
Kelvin Cato,"2002",7.0,0.4,1.8,6.6,0.599,0.133,0.341,0
Calbert Cheaney,"2002",3.5,1.6,0.8,7.3,0.499,0.037,0.329,0
Chris Childs,"2002",2.2,5.1,0.9,4.1,0.435,0.033,0.512,0
Doug Christie,"2002",4.6,4.2,2.3,12.0,0.578,0.148,0.744,0
Keon Clark,"2002",7.4,1.1,2.2,11.3,0.522,0.116,0.512,0
Speedy Claxton,"2002",2.4,3.0,1.5,7.2,0.469,0.087,0.524,0
Derrick Coleman,"2002",8.8,1.7,1.6,15.1,0.524,0.135,0.524,0
Jarron Collins,"2002",4.2,0.8,0.7,6.4,0.532,0.111,0.537,0
Michael Curry,"2002",2.0,1.5,0.7,4.0,0.521,0.057,0.61,0
Erick Dampier,"2002",5.3,1.2,2.5,7.6,0.484,0.009,0.256,0
Antonio Daniels,"2002",2.1,2.8,0.7,9.2,0.534,0.131,0.707,0
Antonio Davis,"2002",9.6,2.0,1.8,14.5,0.497,0.105,0.512,0
Dale Davis,"2002",8.8,1.2,1.9,9.5,0.551,0.168,0.598,0
Hubert Davis,"2002",1.5,2.1,0.6,7.2,0.544,0.065,0.451,0
Ricky Davis,"2002",3.0,2.2,1.1,11.7,0.539,0.068,0.354,0
Vlade Divac,"2002",8.4,3.7,2.2,11.1,0.513,0.145,0.744,0
Tim Duncan,"2002",12.7,3.7,3.2,25.5,0.576,0.257,0.707,1
LaPhonso Ellis,"2002",4.3,0.8,1.0,7.1,0.48,0.063,0.439,0
Michael Finley,"2002",5.2,3.3,1.3,20.6,0.532,0.11,0.695,0
Derek Fisher,"2002",2.1,2.6,1.1,11.2,0.55,0.134,0.707,0
Marcus Fizer,"2002",5.6,1.6,1.0,12.3,0.482,0.026,0.256,0
Danny Fortson,"2002",11.7,1.6,0.8,11.2,0.504,0.098,0.256,0
Jeff Foster,"2002",6.8,0.9,1.3,5.7,0.493,0.113,0.512,0
Rick Fox,"2002",4.7,3.5,1.1,7.9,0.502,0.091,0.707,0
Steve Francis,"2002",7.0,6.4,1.7,21.6,0.517,0.091,0.341,1
Kevin Garnett,"2002",12.1,5.2,2.7,21.2,0.536,0.194,0.61,1
Pat Garrity,"2002",4.2,1.2,1.1,11.1,0.553,0.101,0.537,0
Pau Gasol,"2002",8.9,2.7,2.6,17.6,0.566,0.121,0.28,0
Devean George,"2002",3.7,1.4,1.4,7.1,0.502,0.113,0.707,0
Kendall Gill,"2002",2.8,1.5,0.8,5.7,0.414,0.023,0.439,0
Dion Glover,"2002",3.1,1.5,1.1,8.9,0.491,0.037,0.402,0
Brian Grant,"2002",8.0,1.9,1.1,9.3,0.508,0.103,0.439,0
Horace Grant,"2002",6.3,1.4,1.4,8.0,0.539,0.122,0.537,0
Adrian Griffin,"2002",3.9,1.8,1.5,7.2,0.545,0.121,0.695,0
Eddie Griffin,"2002",5.7,0.7,2.1,8.8,0.456,0.061,0.341,0
Richard Hamilton,"2002",3.4,2.7,0.8,20.0,0.511,0.087,0.451,0
Anfernee Hardaway,"2002",4.4,4.1,1.9,12.0,0.472,0.056,0.439,0
Matt Harpring,"2002",7.1,1.3,0.9,11.8,0.512,0.115,0.524,0
Othella Harrington,"2002",4.5,0.5,0.9,7.7,0.567,0.092,0.366,0
Lucious Harris,"2002",2.8,1.6,0.8,9.1,0.556,0.157,0.634,0
Trenton Hassell,"2002",3.3,2.2,1.3,8.7,0.502,0.033,0.256,0
Brendan Haywood,"2002",5.2,0.5,1.8,5.1,0.54,0.116,0.451,0
Robert Horry,"2002",5.9,2.9,2.0,6.8,0.528,0.154,0.707,0
Allan Houston,"2002",3.3,2.5,0.8,20.4,0.54,0.077,0.366,0
Troy Hudson,"2002",1.8,3.1,0.8,11.7,0.526,0.064,0.537,0
Larry Hughes,"2002",3.4,4.3,1.9,12.3,0.484,0.057,0.256,0
Lindsey Hunter,"2002",1.5,1.6,1.0,5.8,0.466,0.059,0.707,0
Zydrunas Ilgauskas,"2002",5.4,1.1,1.6,11.1,0.501,0.089,0.354,0
Allen Iverson,"2002",4.5,5.5,3.0,31.4,0.489,0.126,0.524,1
Bobby Jackson,"2002",3.1,2.0,1.0,11.1,0.537,0.148,0.744,0
Jim Jackson,"2002",5.3,2.5,1.0,10.7,0.511,0.073,0.439,0
Mark Jackson,"2002",3.8,7.4,0.9,8.4,0.536,0.123,0.366,0
Antawn Jamison,"2002",6.8,2.0,1.4,19.7,0.516,0.101,0.256,0
Richard Jefferson,"2002",3.7,1.8,1.4,9.4,0.524,0.117,0.634,0
DerMarr Johnson,"2002",3.4,1.1,1.6,8.4,0.513,0.048,0.402,0
Ervin Johnson,"2002",5.8,0.3,1.5,2.6,0.468,0.067,0.5,0
Eddie Jones,"2002",4.7,3.2,2.4,18.3,0.546,0.16,0.439,0
Jumaine Jones,"2002",6.0,1.4,1.5,8.3,0.501,0.074,0.354,0
Popeye Jones,"2002",7.3,1.6,0.9,7.0,0.49,0.107,0.451,0
Michael Jordan,"2002",5.7,5.2,1.9,22.9,0.468,0.075,0.451,1
Jason Kidd,"2002",7.3,9.9,2.4,14.7,0.484,0.14,0.634,1
Andrei Kirilenko,"2002",4.9,1.1,3.4,10.7,0.553,0.164,0.537,0
Kerry Kittles,"2002",3.4,2.6,2.0,13.4,0.542,0.141,0.634,0
Brevin Knight,"2002",2.1,5.7,1.6,7.0,0.482,0.058,0.28,0
Toni Kukoc,"2002",3.7,3.6,1.1,9.9,0.511,0.063,0.402,0
Christian Laettner,"2002",5.3,2.6,1.5,7.1,0.511,0.086,0.451,0
Voshon Lenard,"2002",2.6,1.8,1.2,11.5,0.495,0.049,0.329,0
Rashard Lewis,"2002",7.0,1.7,2.0,16.8,0.564,0.16,0.549,0
Grant Long,"2002",3.5,2.1,1.1,6.3,0.475,0.004,0.28,0
Tyronn Lue,"2002",1.7,3.5,0.7,7.8,0.507,0.067,0.451,0
Todd MacCulloch,"2002",6.1,1.3,1.8,9.7,0.562,0.179,0.634,0
Corey Maggette,"2002",3.7,1.8,1.0,11.4,0.56,0.099,0.476,0
Karl Malone,"2002",8.6,4.3,2.6,22.4,0.532,0.155,0.537,1
Stephon Marbury,"2002",3.2,8.1,1.1,20.4,0.519,0.107,0.439,0
Shawn Marion,"2002",9.9,2.0,2.9,19.1,0.518,0.151,0.439,0
Donyell Marshall,"2002",7.6,1.7,2.0,14.8,0.565,0.138,0.537,0
Kenyon Martin,"2002",5.3,2.6,2.9,14.9,0.503,0.093,0.634,0
Anthony Mason,"2002",7.9,4.2,1.0,9.6,0.544,0.097,0.5,0
Desmond Mason,"2002",4.7,1.4,1.3,12.4,0.533,0.093,0.549,0
George McCloud,"2002",3.6,3.0,1.1,8.8,0.466,0.003,0.329,0
Tracy McGrady,"2002",7.9,5.3,2.5,25.6,0.532,0.189,0.537,1
Jeff McInnis,"2002",2.6,6.2,0.9,14.6,0.486,0.081,0.476,0
Chris Mihm,"2002",5.3,0.3,1.4,7.7,0.47,0.019,0.354,0
Darius Miles,"2002",5.5,2.2,2.1,9.5,0.516,0.074,0.476,0
Andre Miller,"2002",4.7,10.9,2.0,16.5,0.538,0.163,0.354,0
Mike Miller,"2002",4.3,3.1,1.1,15.2,0.542,0.101,0.537,0
Reggie Miller,"2002",2.8,3.2,1.2,16.5,0.617,0.159,0.512,0
Cuttino Mobley,"2002",4.1,2.5,2.0,21.7,0.537,0.087,0.341,0
Nazr Mohammed,"2002",7.9,0.4,1.5,9.7,0.49,0.072,0.402,0
Alonzo Mourning,"2002",8.4,1.2,2.8,15.7,0.558,0.145,0.439,1
Lamond Murray,"2002",5.2,2.2,1.6,16.6,0.534,0.086,0.354,0
Dikembe Mutombo,"2002",10.8,1.0,2.7,11.5,0.574,0.158,0.524,1
Eduardo Najera,"2002",5.5,0.6,1.4,6.5,0.548,0.142,0.695,0
Steve Nash,"2002",3.1,7.7,0.7,17.9,0.602,0.167,0.695,1
Tyrone Nesby,"2002",4.5,1.3,1.2,6.3,0.48,0.094,0.451,0
Rasho Nesterovic,"2002",6.5,0.9,1.9,8.4,0.499,0.089,0.61,0
Moochie Norris,"2002",3.0,4.9,1.0,8.1,0.471,0.039,0.341,0
Dirk Nowitzki,"2002",9.9,2.4,2.1,23.4,0.599,0.222,0.695,1
Jermaine O'Neal,"2002",10.5,1.6,2.9,19.0,0.521,0.113,0.512,1
Shaquille O'Neal,"2002",10.7,3.0,2.7,27.2,0.59,0.262,0.707,1
Charles Oakley,"2002",6.0,2.0,1.1,3.8,0.392,-0.016,0.256,0
Hakeem Olajuwon,"2002",6.0,1.1,2.7,7.1,0.478,0.074,0.512,0
Michael Olowokandi,"2002",8.9,1.1,2.5,11.1,0.457,0.029,0.476,0
Tony Parker,"2002",2.6,4.3,1.2,9.2,0.497,0.08,0.707,0
Ruben Patterson,"2002",4.0,1.4,1.5,11.2,0.567,0.151,0.598,0
Gary Payton,"2002",4.8,9.0,1.9,22.1,0.526,0.183,0.549,1
Anthony Peeler,"2002",2.5,2.2,0.9,9.0,0.519,0.087,0.61,0
Wesley Person,"2002",3.8,2.2,1.5,15.1,0.589,0.119,0.354,0
Morris Peterson,"2002",3.5,2.4,1.3,14.0,0.524,0.119,0.512,0
Eric Piatkowski,"2002",2.6,1.6,0.7,8.8,0.601,0.127,0.476,0
Paul Pierce,"2002",6.9,3.2,2.9,26.1,0.57,0.187,0.598,1
Scottie Pippen,"2002",5.2,5.9,2.2,10.6,0.497,0.09,0.598,0
Scot Pollard,"2002",7.1,0.7,1.8,6.4,0.59,0.175,0.744,0
James Posey,"2002",5.9,2.5,2.1,10.7,0.474,0.058,0.329,0
Vladimir Radmanovic,"2002",3.8,1.3,1.3,6.7,0.528,0.084,0.549,0
Michael Redd,"2002",3.3,1.4,0.7,11.4,0.581,0.155,0.5,0
Jason Richardson,"2002",4.3,3.0,1.7,14.4,0.487,0.052,0.256,0
Quentin Richardson,"2002",4.1,1.6,1.2,13.3,0.534,0.125,0.476,0
Clifford Robinson,"2002",4.8,2.5,2.3,14.6,0.503,0.073,0.61,0
David Robinson,"2002",8.3,1.2,2.9,12.2,0.562,0.211,0.707,0
Glenn Robinson,"2002",6.2,2.5,2.1,20.7,0.537,0.096,0.5,0
Malik Rose,"2002",6.0,0.7,1.4,9.4,0.517,0.123,0.707,0
Bryon Russell,"2002",4.5,2.1,1.3,9.6,0.493,0.055,0.537,0
Joe Smith,"2002",6.3,1.1,1.4,10.7,0.571,0.153,0.61,0
Steve Smith,"2002",2.5,2.0,0.9,11.6,0.588,0.139,0.707,0
Eric Snow,"2002",3.5,6.6,1.7,12.1,0.51,0.119,0.524,0
Latrell Sprewell,"2002",3.7,3.9,1.3,19.4,0.501,0.041,0.366,0
Jerry Stackhouse,"2002",4.1,5.3,1.5,21.4,0.518,0.104,0.61,0
John Stockton,"2002",3.2,8.2,2.1,13.4,0.601,0.2,0.537,0
Peja Stojakovic,"2002",5.3,2.5,1.3,21.2,0.592,0.179,0.744,1
Damon Stoudamire,"2002",3.9,6.5,1.0,13.5,0.506,0.113,0.598,0
Erick Strickland,"2002",2.7,2.3,0.7,7.7,0.545,0.111,0.598,0
Rod Strickland,"2002",3.1,6.1,1.2,10.4,0.495,0.103,0.439,0
Bob Sura,"2002",3.3,3.5,1.3,10.0,0.53,0.111,0.256,0
Stromile Swift,"2002",6.3,0.7,2.4,11.8,0.539,0.099,0.28,0
Wally Szczerbiak,"2002",4.8,3.1,1.1,18.7,0.58,0.134,0.61,1
Jason Terry,"2002",3.5,5.7,2.0,19.3,0.549,0.139,0.402,0
Kenny Thomas,"2002",7.2,1.9,2.1,14.1,0.52,0.085,0.341,0
Kurt Thomas,"2002",9.1,1.1,1.8,13.9,0.542,0.112,0.366,0
Tim Thomas,"2002",4.1,1.4,1.3,11.7,0.522,0.052,0.5,0
Jamaal Tinsley,"2002",3.7,8.1,2.2,9.4,0.446,0.033,0.512,0
Jake Tsakalidis,"2002",5.6,0.3,1.4,7.3,0.522,0.085,0.439,0
Hedo Turkoglu,"2002",4.5,2.0,1.1,10.1,0.514,0.127,0.744,0
Keith Van Horn,"2002",7.5,2.0,1.3,14.8,0.51,0.123,0.634,0
Jacque Vaughn,"2002",2.0,4.3,0.8,6.6,0.547,0.091,0.402,0
Antoine Walker,"2002",8.8,5.0,2.0,22.1,0.49,0.094,0.598,1
Samaki Walker,"2002",7.0,0.9,1.7,6.7,0.545,0.153,0.707,0
Ben Wallace,"2002",13.0,1.4,5.2,7.6,0.522,0.19,0.61,1
Rasheed Wallace,"2002",8.2,1.9,2.6,19.3,0.54,0.158,0.598,0
Clarence Weatherspoon,"2002",8.2,1.1,1.5,8.8,0.478,0.097,0.366,0
Chris Webber,"2002",10.1,4.8,3.1,24.5,0.54,0.2,0.744,1
Bonzi Wells,"2002",6.0,2.8,1.9,17.0,0.538,0.122,0.598,0
Chris Whitney,"2002",1.9,3.8,1.0,10.2,0.568,0.143,0.451,0
Aaron Williams,"2002",4.1,0.9,1.3,7.2,0.568,0.154,0.634,0
Alvin Williams,"2002",3.4,5.7,2.0,11.8,0.47,0.086,0.512,0
Eric Williams,"2002",3.0,1.5,1.1,6.4,0.49,0.061,0.598,0
Jason Williams,"2002",3.0,8.0,1.8,14.8,0.466,0.02,0.28,0
Jerome Williams,"2002",5.7,1.1,1.5,7.6,0.542,0.147,0.512,0
Corliss Williamson,"2002",4.1,1.2,1.0,13.6,0.567,0.144,0.61,0
Shareef Abdur-Rahim,"2003",8.4,3.0,1.5,19.9,0.566,0.151,0.427,0
Courtney Alexander,"2003",1.8,1.2,0.6,7.9,0.459,0.04,0.573,0
Malik Allen,"2003",5.3,0.7,1.4,9.6,0.455,0.018,0.305,0
Derek Anderson,"2003",3.5,4.3,1.4,13.9,0.556,0.153,0.61,0
Shandon Anderson,"2003",3.1,1.1,1.1,8.4,0.553,0.074,0.451,0
Gilbert Arenas,"2003",4.7,6.3,1.7,18.3,0.54,0.109,0.463,0
Darrell Armstrong,"2003",3.6,3.9,1.8,9.4,0.53,0.1,0.512,0
Chucky Atkins,"2003",1.5,2.7,0.5,7.1,0.475,0.053,0.61,0
Brent Barry,"2003",4.0,5.1,1.7,10.3,0.597,0.141,0.488,0
Tony Battie,"2003",6.5,0.7,1.7,7.3,0.578,0.164,0.537,0
Shane Battier,"2003",4.4,1.3,2.4,9.7,0.597,0.126,0.341,0
Travis Best,"2003",2.0,3.5,0.7,8.4,0.473,0.048,0.305,0
Mike Bibby,"2003",2.7,5.2,1.5,15.9,0.559,0.146,0.72,0
Chauncey Billups,"2003",3.7,3.9,1.1,16.2,0.582,0.204,0.61,0
Carlos Boozer,"2003",7.5,1.3,1.3,10.0,0.577,0.139,0.207,0
Bruce Bowen,"2003",2.9,1.4,1.3,7.1,0.563,0.096,0.732,0
Shawn Bradley,"2003",5.9,0.7,2.9,6.7,0.601,0.204,0.732,0
Elton Brand,"2003",11.3,2.5,3.7,18.5,0.543,0.149,0.329,0
J.R. Bremer,"2003",2.3,2.6,0.6,8.3,0.515,0.096,0.537,0
Kwame Brown,"2003",5.3,0.7,1.6,7.4,0.496,0.069,0.451,0
P.J. Brown,"2003",9.0,1.9,1.9,10.7,0.592,0.188,0.573,0
Kobe Bryant,"2003",6.9,5.9,3.0,30.0,0.55,0.21,0.61,1
Greg Buckner,"2003",2.9,1.3,1.2,6.0,0.519,0.1,0.585,0
Caron Butler,"2003",5.1,2.7,2.2,15.4,0.502,0.086,0.305,0
Rasual Butler,"2003",2.6,1.3,0.9,7.5,0.437,0.002,0.305,0
Sam Cassell,"2003",4.4,5.8,1.3,19.7,0.565,0.171,0.512,0
Tyson Chandler,"2003",6.9,1.0,1.9,9.2,0.565,0.102,0.366,0
Calbert Cheaney,"2003",3.5,2.0,1.0,8.6,0.514,0.056,0.573,0
Doug Christie,"2003",4.3,4.7,2.7,9.4,0.59,0.157,0.72,0
Keon Clark,"2003",5.6,1.0,2.4,6.7,0.528,0.127,0.72,0
Derrick Coleman,"2003",7.0,1.4,1.9,9.4,0.525,0.124,0.585,0
Jason Collins,"2003",4.5,1.1,1.1,5.7,0.521,0.119,0.598,0
Jamal Crawford,"2003",2.3,4.2,1.3,10.7,0.496,0.067,0.366,0
Eddy Curry,"2003",4.4,0.5,1.0,10.5,0.607,0.107,0.366,0
Michael Curry,"2003",1.6,1.3,0.6,3.0,0.474,0.06,0.61,0
Erick Dampier,"2003",6.6,0.7,2.2,8.2,0.543,0.099,0.463,0
Antonio Davis,"2003",8.2,2.5,1.6,13.9,0.483,0.055,0.293,0
Baron Davis,"2003",3.7,6.4,2.3,17.1,0.5,0.113,0.573,0
Dale Davis,"2003",7.2,1.2,1.6,7.4,0.566,0.145,0.61,0
Ricky Davis,"2003",4.9,5.5,2.0,20.6,0.485,0.046,0.207,0
Tony Delk,"2003",3.5,2.2,1.2,9.8,0.547,0.117,0.537,0
Vlade Divac,"2003",7.2,3.4,2.4,9.9,0.519,0.141,0.72,0
Predrag Drobnjak,"2003",3.9,1.0,1.0,9.4,0.459,0.057,0.488,0
Tim Duncan,"2003",12.9,3.9,3.6,23.3,0.564,0.248,0.732,1
Howard Eisley,"2003",2.3,5.4,1.0,9.1,0.552,0.097,0.451,0
Reggie Evans,"2003",6.6,0.5,0.7,3.2,0.51,0.105,0.488,0
Michael Finley,"2003",5.8,3.0,1.4,19.3,0.514,0.123,0.732,0
Derek Fisher,"2003",2.9,3.6,1.3,10.5,0.52,0.088,0.61,0
Rick Fox,"2003",4.3,3.3,1.1,9.0,0.523,0.079,0.61,0
Adonal Foyle,"2003",6.0,0.5,3.0,5.4,0.563,0.106,0.463,0
Steve Francis,"2003",6.2,6.2,2.2,21.0,0.541,0.16,0.524,1
Kevin Garnett,"2003",13.4,6.0,3.0,23.0,0.553,0.225,0.622,1
Pat Garrity,"2003",3.8,1.5,1.0,10.7,0.551,0.091,0.512,0
Pau Gasol,"2003",8.8,2.8,2.2,19.0,0.57,0.138,0.341,0
Devean George,"2003",4.0,1.3,1.3,6.9,0.485,0.079,0.61,0
Kendall Gill,"2003",3.0,1.9,1.1,8.7,0.477,0.043,0.622,0
Manu Ginobili,"2003",2.3,2.0,1.6,7.6,0.556,0.141,0.732,0
Dion Glover,"2003",3.7,1.9,1.1,9.7,0.512,0.065,0.427,0
Brian Grant,"2003",10.2,1.3,1.3,10.3,0.552,0.139,0.305,0
Eddie Griffin,"2003",6.0,1.1,2.1,8.6,0.462,0.1,0.524,0
Richard Hamilton,"2003",3.9,2.5,0.9,19.7,0.531,0.132,0.61,0
Anfernee Hardaway,"2003",4.4,4.1,1.6,10.6,0.499,0.062,0.537,0
Matt Harpring,"2003",6.6,1.7,1.2,17.6,0.588,0.166,0.573,0
Al Harrington,"2003",6.2,1.5,1.3,12.2,0.493,0.075,0.585,0
Junior Harrington,"2003",3.0,3.4,1.2,5.1,0.405,-0.009,0.207,0
Othella Harrington,"2003",6.4,0.8,0.5,7.7,0.563,0.098,0.451,0
Lucious Harris,"2003",3.0,2.0,0.8,10.3,0.494,0.114,0.598,0
Donnell Harvey,"2003",5.3,1.3,1.0,7.9,0.486,0.059,0.207,0
Trenton Hassell,"2003",3.1,1.8,1.3,4.2,0.411,-0.003,0.366,0
Brendan Haywood,"2003",5.0,0.4,1.9,6.2,0.561,0.125,0.451,0
Nene,"2003",6.1,1.9,2.4,10.5,0.545,0.107,0.207,0
Robert Horry,"2003",6.4,2.9,2.0,6.5,0.488,0.098,0.61,0
Allan Houston,"2003",2.8,2.7,0.7,22.5,0.563,0.111,0.451,0
Juwan Howard,"2003",7.6,3.0,1.4,18.4,0.501,0.106,0.207,0
Troy Hudson,"2003",2.3,5.7,0.8,14.2,0.531,0.094,0.622,0
Larry Hughes,"2003",4.6,3.1,1.6,12.8,0.521,0.082,0.451,0
Zydrunas Ilgauskas,"2003",7.5,1.6,2.6,17.2,0.516,0.099,0.207,1
Allen Iverson,"2003",4.2,5.5,2.9,27.6,0.5,0.127,0.585,1
Bobby Jackson,"2003",3.7,3.1,1.3,15.2,0.561,0.157,0.72,0
Jim Jackson,"2003",4.2,1.9,0.6,7.7,0.501,0.09,0.72,0
Stephen Jackson,"2003",3.6,2.3,1.9,11.8,0.526,0.102,0.732,0
Mike James,"2003",1.9,3.2,0.9,7.8,0.469,0.051,0.305,0
Antawn Jamison,"2003",7.0,1.9,1.5,22.2,0.542,0.126,0.463,0
Marko Jaric,"2003",2.4,2.9,1.6,7.4,0.498,0.067,0.329,0
Richard Jefferson,"2003",6.4,2.5,1.6,15.5,0.563,0.164,0.598,0
Joe Johnson,"2003",3.2,2.6,1.0,9.8,0.472,0.06,0.537,0
Eddie Jones,"2003",4.8,3.7,2.0,18.5,0.551,0.162,0.305,0
Jumaine Jones,"2003",5.1,1.4,1.1,9.8,0.525,0.062,0.207,0
Michael Jordan,"2003",6.1,3.8,2.0,20.0,0.491,0.099,0.451,1
Shawn Kemp,"2003",5.7,0.7,1.3,6.8,0.468,0.059,0.512,0
Jason Kidd,"2003",6.3,8.9,2.6,18.7,0.526,0.182,0.598,1
Andrei Kirilenko,"2003",5.3,1.7,3.7,12.0,0.598,0.199,0.573,0
Kerry Kittles,"2003",3.9,2.6,2.0,13.0,0.55,0.188,0.598,0
Toni Kukoc,"2003",4.2,3.7,1.7,11.6,0.551,0.112,0.512,0
Christian Laettner,"2003",6.6,3.1,1.6,8.3,0.545,0.143,0.451,0
Raef LaFrentz,"2003",4.8,0.8,1.8,9.3,0.578,0.173,0.732,0
Voshon Lenard,"2003",3.4,2.3,1.3,14.3,0.502,0.06,0.293,0
Rashard Lewis,"2003",6.5,1.7,1.7,18.1,0.537,0.122,0.488,0
Tyronn Lue,"2003",2.0,3.5,0.6,8.6,0.523,0.089,0.451,0
Corey Maggette,"2003",5.0,1.9,1.1,16.8,0.564,0.119,0.329,0
Jamaal Magloire,"2003",8.8,1.1,2.0,10.3,0.541,0.133,0.573,0
Karl Malone,"2003",7.8,4.7,2.1,20.6,0.534,0.182,0.573,0
Stephon Marbury,"2003",3.2,8.1,1.6,22.3,0.52,0.142,0.537,1
Shawn Marion,"2003",9.5,2.4,3.5,21.2,0.538,0.186,0.537,1
Donyell Marshall,"2003",9.0,1.8,2.3,13.4,0.513,0.122,0.366,0
Kenyon Martin,"2003",8.3,2.4,2.2,16.7,0.511,0.129,0.598,0
Jamal Mashburn,"2003",6.1,5.6,1.2,21.6,0.507,0.13,0.573,1
Anthony Mason,"2003",6.4,3.2,0.7,7.2,0.524,0.069,0.512,0
Walter McCarty,"2003",3.5,1.3,1.3,6.1,0.54,0.101,0.537,0
Jelani McCoy,"2003",5.3,0.6,1.3,6.8,0.507,0.035,0.293,0
Tracy McGrady,"2003",6.5,5.5,2.4,32.1,0.564,0.262,0.512,1
Aaron McKie,"2003",4.4,3.5,1.8,9.0,0.497,0.104,0.585,0
Ron Mercer,"2003",2.1,1.6,0.9,7.7,0.439,0.037,0.585,0
Darius Miles,"2003",5.4,2.6,2.0,9.2,0.435,-0.032,0.207,0
Andre Miller,"2003",4.0,6.7,1.4,13.6,0.495,0.076,0.329,0
Brad Miller,"2003",8.3,2.6,1.5,13.1,0.579,0.202,0.585,1
Reggie Miller,"2003",2.5,2.4,0.9,12.6,0.597,0.168,0.585,0
Yao Ming,"2003",8.2,1.7,2.2,13.5,0.57,0.176,0.524,1
Cuttino Mobley,"2003",4.2,2.8,1.8,17.5,0.537,0.109,0.524,0
Troy Murphy,"2003",10.2,1.3,1.2,11.7,0.526,0.122,0.463,0
Steve Nash,"2003",2.9,7.3,1.1,17.7,0.576,0.206,0.732,1
Rasho Nesterovic,"2003",6.5,1.5,2.0,11.2,0.536,0.107,0.622,0
Ira Newble,"2003",3.7,1.4,1.0,7.7,0.557,0.081,0.427,0
Dirk Nowitzki,"2003",9.9,3.0,2.4,25.1,0.581,0.249,0.732,1
Jermaine O'Neal,"2003",10.3,2.0,3.2,20.8,0.539,0.177,0.585,1
Shaquille O'Neal,"2003",11.1,3.1,2.9,27.5,0.602,0.25,0.61,1
Lamar Odom,"2003",6.7,3.6,1.7,14.6,0.519,0.062,0.329,0
Greg Ostertag,"2003",6.2,0.7,2.1,5.4,0.531,0.084,0.573,0
Bo Outlaw,"2003",4.6,1.4,1.5,4.7,0.574,0.116,0.537,0
Milt Palacio,"2003",2.9,3.2,1.1,5.0,0.466,0.004,0.207,0
Tony Parker,"2003",2.6,5.3,0.9,15.5,0.542,0.134,0.732,0
Ruben Patterson,"2003",3.4,1.3,1.3,8.3,0.53,0.093,0.61,0
Anthony Peeler,"2003",2.9,3.0,1.0,7.7,0.499,0.072,0.622,0
Wesley Person,"2003",2.9,1.7,0.9,11.0,0.565,0.082,0.341,0
Morris Peterson,"2003",4.4,2.3,1.5,14.1,0.488,0.052,0.293,0
Eric Piatkowski,"2003",2.5,1.1,0.7,9.7,0.601,0.129,0.329,0
Paul Pierce,"2003",7.3,4.4,2.5,25.9,0.532,0.157,0.537,1
Scottie Pippen,"2003",4.3,4.5,2.0,10.8,0.52,0.095,0.61,0
Vladimir Radmanovic,"2003",4.5,1.3,1.2,10.1,0.508,0.068,0.488,0
Theo Ratliff,"2003",7.5,0.9,3.9,8.7,0.512,0.077,0.427,0
Michael Redd,"2003",4.5,1.4,1.4,15.1,0.59,0.167,0.512,0
Glen Rice,"2003",2.5,1.0,0.5,9.0,0.563,0.103,0.524,0
Jason Richardson,"2003",4.6,3.0,1.4,15.6,0.501,0.066,0.463,0
Quentin Richardson,"2003",4.8,0.9,0.8,9.4,0.46,0.036,0.329,0
Clifford Robinson,"2003",3.9,3.3,2.2,12.2,0.477,0.075,0.61,0
